ACELERÔMETRO X (m/s²);ACELERÔMETRO Y (m/s²);ACELERÔMETRO Z (m/s²);GRAVIDADE X (m/s²);GRAVIDADE Y (m/s²);GRAVIDADE Z (m/s²);ACELERAÇÃO LINEAR X (m/s²);ACELERAÇÃO LINEAR Y (m/s²);ACELERAÇÃO LINEAR Z (m/s²);GIROSCÓPIO X (rad/s);GIROSCÓPIO Y (rad/s);GIROSCÓPIO Z (rad/s);LUZ (lux);PROXIMIDADE (m);NÍVEL DO SOM (dB);LOCALIZAÇÃO Latitude : ;LOCALIZAÇÃO Longitude : ;LOCALIZAÇÃO Altitude ( m);LOCALIZAÇÃO Altitude-google ( m);LOCALIZAÇÃO Velocidade ( Metros por segundo);LOCALIZAÇÃO Precisão ( m);LOCALIZAÇÃO ORIENTAÇÃO (°);Satélite dentro do Alcance;Tempo desde o início, em m/s ;YYYY-MO-DD HH-MI-SS_SSS
1.375;56.914;76.272;1.344;56.011;79.368;-0.0692;0.0991;-0.0834;-0.0413;-0.0421;-0.0479;19099.5;5.0;65.773;-25.448.324;-49.232.975;923.85;NaN;0.68;3.790.092;22.5;14 / 18;755009;2023-06-30 10:48:59:355
12.358;55.521;77.248;13.929;5.547;79.662;0.0867;0.0211;-0.0706;-0.0864;-0.0437;-0.0064;19099.5;5.0;63.706;-25.448.324;-49.232.975;923.85;NaN;0.68;3.790.092;22.5;14 / 18;755509;2023-06-30 10:48:59:855
2.691;59.411;81.326;15.585;52.687;8.123;0.4528;0.3714;-0.4049;-0.188;-0.0691;-0.2198;19099.5;5.0;66.086;-25.448.324;-49.232.975;923.85;NaN;0.68;3.790.092;22.5;14 / 18;756008;2023-06-30 10:49:00:354
0.8384;56.399;91.028;0.8144;48.295;84.961;-0.1177;17.148;-0.393;-0.398;0.1708;0.184;19099.5;5.0;59.303;-25.448.324;-49.232.975;923.85;NaN;0.68;3.790.092;22.5;14 / 18;756509;2023-06-30 10:49:00:855
-14.142;13.409;92.292;-0.2137;24.649;94.894;-0.4633;-0.2981;-0.6185;-0.8727;0.333;0.2294;21985.4;5.0;61.214;-25.448.324;-49.232.975;923.85;NaN;0.68;3.790.092;22.5;14 / 18;757009;2023-06-30 10:49:01:355
-0.0269;0.9923;11.386;-0.3975;-0.0875;97.982;0.7414;15.237;10.613;0.1105;-0.3198;-0.2678;21985.4;5.0;61.016;-25.448.324;-49.232.975;923.85;NaN;0.68;3.790.092;22.5;14 / 18;757509;2023-06-30 10:49:01:855
0.5947;22.538;87.719;-0.4826;1.306;97.073;0.6851;0.9242;-1.673;-0.134;0.1182;-0.4349;18747.6;5.0;45.989;-25.448.324;-49.232.975;923.85;NaN;0.68;3.790.092;22.5;14 / 18;758008;2023-06-30 10:49:02:354
-17.813;-13.262;7.723;-0.1183;0.7298;97.787;-11.099;-19.804;13.102;-0.2284;0.2948;0.1723;18747.6;5.0;46.557;-25.448.318;-4.923.297;924.4;NaN;1.03;3.790.092;20.5;14 / 17;758508;2023-06-30 10:49:02:854
26.063;-27.204;121.544;1.14;0.2025;97.381;-0.1824;0.8334;17.736;-0.9314;0.8433;-0.3676;16.193.501;5.0;43.524;-25.448.318;-4.923.297;924.4;NaN;1.03;3.790.092;20.5;14 / 17;759009;2023-06-30 10:49:03:355
-11.028;11.998;10.538;0.2294;0.302;97.993;-1.147;0.838;-0.7695;0.3446;-0.3712;-0.3398;16.193.501;5.0;49.143;-25.448.309;-49.232.967;924.57;NaN;1.17;3.790.092;19.5;14 / 18;759509;2023-06-30 10:49:03:855
11.501;19.074;99.457;0.4133;0.7188;97.715;-0.527;14.489;-20.335;-0.569;-0.1964;-0.2972;61.701.997;5.0;47.788;-25.448.309;-49.232.967;924.57;NaN;1.17;3.790.092;19.5;14 / 18;760009;2023-06-30 10:49:04:355
0.1868;1.119;68.349;0.706;0.0541;97.811;0.2208;0.2304;-16.658;0.5382;0.037;-0.1594;61.701.997;5.0;46.484;-25.448.296;-4.923.296;924.55;NaN;1.09;3.790.092;22.6;14 / 18;760509;2023-06-30 10:49:04:855
11.298;-0.2632;79.314;0.3842;-0.3183;97.939;-13.773;-15.808;-0.7342;-0.543;0.1194;0.4999;5096.3;5.0;49.128;-25.448.296;-4.923.296;924.55;NaN;1.09;3.790.092;22.6;14 / 18;761009;2023-06-30 10:49:05:355
23.143;-31.974;97.433;19.179;-0.7647;95.868;0.916;-27.635;29.715;-0.071;0.7444;-0.0866;5096.3;5.0;42.583;-25.448.284;-4.923.296;924.57;NaN;1.18;3.790.092;16.6;14 / 18;761509;2023-06-30 10:49:05:855
0.8818;-0.4246;122.265;15.341;18.228;95.128;0.7322;14.469;32.145;0.0011;0.4233;0.0402;2811.4;5.0;53.285;-25.448.284;-4.923.296;924.57;NaN;1.18;3.790.092;16.6;14 / 18;762009;2023-06-30 10:49:06:355
24.913;36.866;99.649;1.597;20.782;94.499;-0.3061;20.005;-0.5827;-0.171;-0.2947;-0.2037;2811.4;5.0;46.751;-25.448.273;-49.232.956;925.18;NaN;1.22;3.790.092;9.2;14 / 18;762509;2023-06-30 10:49:06:855
0.3491;30.285;81.069;11.319;25.679;93.966;-0.9151;0.726;-14.534;-0.0449;0.2977;-0.086;3022.2;5.0;41.713;-25.448.273;-49.232.956;925.18;NaN;1.22;3.790.092;9.2;14 / 18;763009;2023-06-30 10:49:07:355
0.4641;0.1871;85.405;0.0308;0.0835;98.062;-0.7368;-16.175;0.0376;0.0349;-0.3221;0.6649;3548.4;5.0;42.18;-25.448.263;-49.232.956;925.86;NaN;1.0;3.790.092;8.0;14 / 18;763509;2023-06-30 10:49:07:855
25.952;-0.6917;110.959;16.719;17.226;95.083;0.1999;-0.8415;0.1361;-0.6117;0.3651;-0.3007;15939.6;5.0;59.651;-25.448.263;-49.232.956;925.86;NaN;1.0;3.790.092;8.0;14 / 18;764009;2023-06-30 10:49:08:355
0.1171;37.852;102.871;0.6411;39.142;89.688;-15.715;25.272;20.148;-0.3662;0.4266;0.3526;5934.6;5.0;57.033;-25.448.254;-49.232.956;926.0;NaN;0.87;3.790.092;11.7;14 / 18;764509;2023-06-30 10:49:08:855
19.215;11.624;139.938;10.944;0.6928;97.207;0.0057;-0.6855;2.931;-0.4609;-0.5731;0.2112;18144.1;5.0;57.846;-25.448.254;-49.232.956;926.0;NaN;0.87;3.790.092;11.7;14 / 18;765008;2023-06-30 10:49:09:354
0.1198;35.157;75.892;0.8162;27.069;93.903;0.3325;-2.0E-4;-22.371;-0.2462;-0.0466;-0.6181;18144.1;5.0;59.41;-25.448.244;-49.232.952;927.03;NaN;1.04;3.790.092;8.4;14 / 18;765510;2023-06-30 10:49:09:856
0.7588;52.605;62.184;0.6019;49.568;84.403;-1.049;-0.9894;-12.547;-0.0975;-0.3234;0.3716;18963.6;5.0;56.604;-25.448.244;-49.232.952;927.03;NaN;1.04;3.790.092;8.4;14 / 18;766009;2023-06-30 10:49:10:355
19.742;33.519;97.999;2.095;49.216;82.194;0.8709;-0.624;18.752;-0.161;0.1828;0.1514;18963.6;5.0;58.64;-25.448.236;-49.232.952;925.99;NaN;0.96;3.790.092;2.1;15 / 18;766508;2023-06-30 10:49:10:854
10.417;64.136;89.285;0.9743;54.192;8.115;-0.3448;16.869;0.69;-0.4382;-0.0916;0.051;18963.6;5.0;53.135;-25.448.236;-49.232.952;925.99;NaN;0.96;3.790.092;2.1;15 / 18;767008;2023-06-30 10:49:11:354
0.8279;52.287;78.179;0.8985;47.278;85.446;0.2245;0.3449;-0.7057;-0.3019;-0.4732;-0.1732;21633.6;5.0;50.032;-25.448.227;-49.232.952;925.85;NaN;1.0;3.790.092;355.3;15 / 18;767508;2023-06-30 10:49:11:854
0.7306;39.726;67.606;15.146;38.082;89.092;-0.6005;-0.5308;-16.533;0.0486;-0.0565;-0.4562;24662.1;5.0;42.002;-25.448.227;-49.232.952;925.85;NaN;1.0;3.790.092;355.3;15 / 18;768009;2023-06-30 10:49:12:355
0.8474;20.969;86.734;0.65;39.285;89.619;11.166;-13.078;15.125;0.0941;-0.0266;-0.2276;24662.1;5.0;43.984;-25.448.215;-49.232.952;925.27;NaN;1.03;3.790.092;0.1;15 / 18;768508;2023-06-30 10:49:12:854
16.436;30.192;99.505;12.016;44.341;8.664;-1.062;-0.6767;0.4073;-0.2945;-0.3973;-0.3328;24662.1;5.0;48.371;-25.448.215;-49.232.952;925.27;NaN;1.03;3.790.092;0.1;15 / 18;769008;2023-06-30 10:49:13:354
0.347;52.997;86.653;11.645;49.535;83.832;-0.3423;0.1962;-0.5099;0.4139;0.5352;0.1876;24662.1;5.0;45.209;-25.448.208;-49.232.952;925.39;NaN;1.13;3.790.092;0.3;15 / 18;769509;2023-06-30 10:49:13:855
10.402;65.561;74.113;12.902;54.779;80.311;-0.3381;0.8702;-0.6792;0.0473;-0.104;-0.0587;24662.1;5.0;46.39;-25.448.208;-49.232.952;925.39;NaN;1.13;3.790.092;0.3;15 / 18;770009;2023-06-30 10:49:14:355
0.2952;47.284;64.489;11.878;50.644;83.133;-0.1385;-0.9948;-0.8293;-0.3321;-0.5405;-0.5976;24662.1;5.0;65.902;-25.448.196;-49.232.952;924.68;NaN;1.11;3.790.092;3.4;14 / 18;770509;2023-06-30 10:49:14:855
0.3599;40.816;81.177;10.421;4.899;84.311;-18.531;-11.621;24.268;-0.0667;0.5651;0.8855;24662.1;5.0;63.606;-25.448.196;-49.232.952;924.68;NaN;1.11;3.790.092;3.4;14 / 18;771009;2023-06-30 10:49:15:355
44.739;21.996;114.438;14.961;35.039;90.363;0.725;13.396;32.333;-0.5168;0.8621;0.7156;24662.1;5.0;66.596;-25.448.189;-49.232.952;924.52;NaN;1.11;3.790.092;359.7;14 / 18;771509;2023-06-30 10:49:15:855
-0.618;31.527;79.943;-0.5831;24.461;94.788;0.3427;0.5108;-24.822;-0.3136;-0.3178;-14.235;24662.1;5.0;60.471;-25.448.189;-49.232.952;924.52;NaN;1.11;3.790.092;359.7;14 / 18;772009;2023-06-30 10:49:16:355
-0.3979;31.357;82.557;0.5553;21.763;9.546;-0.5123;0.2462;-15.761;0.0791;-0.2623;0.1234;24662.1;5.0;60.008;-25.448.177;-49.232.956;924.45;NaN;1.16;3.790.092;2.6;15 / 18;772510;2023-06-30 10:49:16:856
-12.975;25.218;78.874;0.1163;25.576;94.666;-0.5257;-0.3138;-14.384;0.2831;0.3903;0.6096;24662.1;5.0;63.626;-25.448.177;-49.232.956;924.45;NaN;1.16;3.790.092;2.6;15 / 18;773009;2023-06-30 10:49:17:355
-1.042;15.804;109.402;-0.3767;34.643;91.666;0.3377;11.179;0.1006;-0.3828;-0.2397;-0.0202;24662.1;5.0;45.31;-25.448.168;-49.232.956;924.95;NaN;1.02;3.790.092;359.0;15 / 18;773509;2023-06-30 10:49:17:855
0.5902;23.254;10.073;0.89;28.255;93.485;0.2052;11.361;3.131;0.222;0.3912;-0.2366;24662.1;5.0;62.665;-25.448.168;-49.232.956;924.95;NaN;1.02;3.790.092;359.0;15 / 18;774009;2023-06-30 10:49:18:355
0.2363;28.021;91.537;0.3157;18.819;96.192;-0.1846;12.116;-12.219;-0.043;0.3274;0.5109;24662.1;5.0;61.183;-2.544.816;-49.232.956;925.04;NaN;0.9;3.790.092;0.3;15 / 18;774509;2023-06-30 10:49:18:855
0.8522;-0.1003;91.238;0.0914;0.9369;97.614;-0.3142;-12.351;-15.905;-0.6735;0.047;12.582;21119.2;5.0;67.263;-2.544.816;-49.232.956;925.04;NaN;0.9;3.790.092;0.3;15 / 18;775009;2023-06-30 10:49:19:355
0.7836;-21.727;102.326;11.468;-15.426;96.164;-19.039;-29.178;-0.2129;0.6124;0.4341;0.6681;21119.2;5.0;52.63;-25.448.153;-4.923.296;925.29;NaN;1.15;3.790.092;353.2;15 / 18;775508;2023-06-30 10:49:19:854
15.897;21.682;132.871;0.9772;0.3252;97.524;-0.6551;16.234;11.846;0.1119;-0.3313;0.3053;21119.2;5.0;62.775;-25.448.153;-4.923.296;925.29;NaN;1.15;3.790.092;353.2;15 / 18;776009;2023-06-30 10:49:20:355
26.704;20.736;109.506;15.238;10.379;96.318;0.7958;1.141;0.3627;-0.0912;-0.1115;-0.196;21119.2;5.0;63.582;-25.448.145;-49.232.964;925.82;NaN;0.87;3.790.092;351.2;15 / 18;776509;2023-06-30 10:49:20:855
0.1362;18.212;87.884;0.1039;13.125;97.179;-0.285;0.7876;-16.327;0.3384;0.3252;0.1935;21119.2;5.0;65.594;-25.448.145;-49.232.964;925.82;NaN;0.87;3.790.092;351.2;15 / 18;777008;2023-06-30 10:49:21:354
0.9112;-0.2803;84.839;0.8202;0.712;97.463;0.0653;-0.35;-0.7493;-0.0698;-0.0518;0.8715;21119.2;5.0;66.258;-25.448.135;-49.232.967;926.05;NaN;1.16;3.790.092;344.5;15 / 18;777509;2023-06-30 10:49:21:855
0.2467;-0.7618;96.747;20.123;0.1608;95.966;0.3264;-0.7973;0.2241;-0.1342;0.489;-0.5942;21119.2;5.0;64.688;-25.448.135;-49.232.967;926.05;NaN;1.16;3.790.092;344.5;15 / 18;778009;2023-06-30 10:49:22:355
-0.0919;18.763;125.595;0.665;0.5722;97.673;0.7268;0.6388;0.8156;0.5823;-0.3381;0.8791;18467.0;5.0;64.196;-25.448.128;-4.923.297;925.78;NaN;1.03;3.790.092;335.5;15 / 18;778509;2023-06-30 10:49:22:855
2.9;1.625;85.689;14.113;0.726;96.774;15.034;-0.2988;-16.288;-0.2703;-0.1883;-0.3147;18467.0;5.0;66.502;-25.448.128;-4.923.297;925.78;NaN;1.03;3.790.092;335.5;15 / 18;779009;2023-06-30 10:49:23:355
15.711;1.219;68.589;20.172;0.2124;95.946;-0.2082;-0.5584;-0.8132;0.3561;0.4282;-0.4526;18467.0;5.0;64.992;-2.544.812;-49.232.975;925.46;NaN;0.99;3.790.092;329.2;15 / 18;779508;2023-06-30 10:49:23:854
24.916;-0.9256;121.364;1.916;-0.4004;96.093;0.5334;0.179;10.266;-0.8278;0.0049;-0.6824;21068.0;5.0;64.979;-2.544.812;-49.232.975;925.46;NaN;0.99;3.790.092;329.2;15 / 18;780009;2023-06-30 10:49:24:355
25.287;2.397;95.526;18.635;13.332;95.352;-0.4663;0.582;-0.3704;-0.2165;-0.2201;-13.203;21068.0;5.0;61.121;-25.448.112;-4.923.298;925.68;NaN;0.92;3.790.092;330.4;15 / 18;780509;2023-06-30 10:49:24:855
14.283;0.5824;94.235;0.6015;0.4906;97.759;10.053;0.2498;-0.6059;-0.3952;0.1395;-0.7848;21068.0;5.0;61.136;-25.448.112;-4.923.298;925.68;NaN;0.92;3.790.092;330.4;15 / 18;781009;2023-06-30 10:49:25:355
0.9273;-22.976;85.264;0.8725;-0.7561;97.385;-0.356;-13.117;-1.19;-0.1598;-0.0056;0.0874;23715.7;5.0;58.504;-25.448.107;-49.232.983;925.43;NaN;0.99;3.790.092;346.5;15 / 18;781510;2023-06-30 10:49:25:856
35.869;-30.632;114.007;24.554;-0.7276;94.664;-0.3918;0.6326;19.682;-0.5646;0.1834;0.0642;23715.7;5.0;61.239;-25.448.107;-49.232.983;925.43;NaN;0.99;3.790.092;346.5;15 / 18;782009;2023-06-30 10:49:26:355
19.167;-0.1824;120.064;17.005;-0.4471;96.477;-0.0959;0.9404;0.7036;-0.6455;-0.2486;-0.2906;23715.7;5.0;61.569;-254.481;-4.923.298;925.29;NaN;0.72;3.790.092;9.4;15 / 18;782509;2023-06-30 10:49:26:855
11.265;11.549;68.798;19.823;-0.4218;95.949;-0.689;0.7286;-2.926;0.12;-0.6965;0.047;23715.7;5.0;53.93;-254.481;-4.923.298;925.29;NaN;0.72;3.790.092;9.4;15 / 18;783009;2023-06-30 10:49:27:355
15.268;0.4593;74.383;26.333;-0.6881;94.214;-0.9906;-0.4261;-13.281;0.9229;0.1868;-0.0415;23715.7;5.0;46.606;-25.448.092;-49.232.975;925.59;NaN;0.99;3.790.092;24.5;15 / 18;783510;2023-06-30 10:49:27:856
14.804;-27.267;124.954;25.438;-0.22;94.684;-10.536;11.484;25.676;-0.1381;-0.0927;0.5792;23715.7;5.0;47.958;-25.448.092;-49.232.975;925.59;NaN;0.99;3.790.092;24.5;15 / 18;784009;2023-06-30 10:49:28:355
44.316;-0.1749;98.197;27.935;-14.149;92.933;20.853;11.291;0.1722;-0.0682;-0.4494;-0.1586;23715.7;5.0;59.595;-25.448.084;-4.923.297;925.58;NaN;0.99;3.790.092;33.4;15 / 18;784509;2023-06-30 10:49:28:855
18.397;-0.1644;85.111;22.516;-0.8551;95.063;-0.7102;0.2698;-15.387;-0.2073;0.2494;-0.0828;23715.7;5.0;61.991;-25.448.084;-4.923.297;925.58;NaN;0.99;3.790.092;33.4;15 / 18;785009;2023-06-30 10:49:29:355
15.358;-29.057;82.881;16.747;-16.335;95.235;-0.8837;-20.032;0.1909;0.2264;0.4585;0.3927;27.024.701;5.0;47.88;-25.448.076;-49.232.967;925.49;NaN;1.02;3.790.092;29.1;15 / 18;785509;2023-06-30 10:49:29:855
36.363;-0.93;118.199;1.94;-0.6583;95.903;0.9362;12.352;0.4633;-10.671;-0.4935;-0.9051;27.024.701;5.0;47.54;-25.448.076;-49.232.967;925.49;NaN;1.02;3.790.092;29.1;15 / 18;786008;2023-06-30 10:49:30:354
0.8758;-0.0572;131.278;14.481;-0.85;96.618;-0.125;14.243;16.608;0.5622;0.1892;-0.1883;27.024.701;5.0;42.086;-25.448.069;-4.923.296;926.21;NaN;1.12;3.790.092;30.5;15 / 18;786509;2023-06-30 10:49:30:855
0.2539;35.258;66.133;10.188;30.853;92.527;-0.3952;-10.186;-31.511;0.8156;-0.5756;0.1577;27.024.701;5.0;53.181;-25.448.069;-4.923.296;926.21;NaN;1.12;3.790.092;30.5;15 / 18;787009;2023-06-30 10:49:31:355
0.2737;43.208;69.472;0.8822;52.049;82.644;0.1589;-11.575;-0.4128;-0.0752;-0.2808;-0.7736;21203.8;5.0;61.117;-25.448.057;-49.232.956;926.35;NaN;1.08;3.790.092;30.2;13 / 18;787509;2023-06-30 10:49:31:855
-0.925;49.341;101.155;0.3119;52.431;82.815;-0.2699;22.771;0.7932;-0.347;0.489;0.1075;21203.8;5.0;47.973;-25.448.057;-49.232.956;926.35;NaN;1.08;3.790.092;30.2;13 / 18;788009;2023-06-30 10:49:32:355
0.518;57.488;123.774;15.041;38.482;88.938;0.4269;12.667;16.637;-0.3172;0.3238;0.1748;21203.8;5.0;44.527;-25.448.051;-49.232.952;926.3;NaN;0.87;3.790.092;38.6;14 / 18;788509;2023-06-30 10:49:32:855
-0.2084;54.362;47.424;0.6384;4.798;85.289;-0.6295;0.5562;-35.332;-18.533;-0.0509;0.5105;25218.8;5.0;45.116;-25.448.051;-49.232.952;926.3;NaN;0.87;3.790.092;38.6;14 / 18;789009;2023-06-30 10:49:33:355
0.3997;37.843;65.427;0.8626;30.014;92.961;-0.1468;-13.339;-17.287;0.5443;0.9571;0.2527;25218.8;5.0;47.755;-25.448.042;-4.923.295;926.17;NaN;1.29;3.790.092;37.3;15 / 18;789509;2023-06-30 10:49:33:855
18.358;25.335;87.695;16.145;43.892;86.197;16.968;-12.807;27.501;0.0178;0.5072;-0.1031;21624.7;5.0;60.327;-25.448.042;-4.923.295;926.17;NaN;1.29;3.790.092;37.3;15 / 18;790009;2023-06-30 10:49:34:355
-0.2908;58.707;99.182;0.2543;50.281;84.157;-0.8069;21.099;16.175;-0.1839;0.0917;-0.023;21624.7;5.0;65.13;-25.448.032;-49.232.944;926.6;NaN;1.22;3.790.092;29.7;15 / 18;790509;2023-06-30 10:49:34:855
0.0841;57.354;7.323;0.6135;49.137;84.646;-0.8785;0.2554;-19.208;-0.2847;-0.1395;0.2772;21624.7;5.0;62.165;-25.448.032;-49.232.944;926.6;NaN;1.22;3.790.092;29.7;15 / 18;791008;2023-06-30 10:49:35:354
0.6495;46.514;70.466;11.836;47.334;85.067;-0.4229;-0.3595;-12.905;0.0043;0.2951;-0.2792;21624.7;5.0;58.71;-2.544.802;-4.923.294;927.33;NaN;1.16;3.790.092;22.4;15 / 18;791509;2023-06-30 10:49:35:855
-10.726;15.493;85.066;0.4301;34.051;91.864;-1.276;-16.473;10.625;-0.1546;0.7835;0.7964;24526.2;5.0;56.132;-2.544.802;-4.923.294;927.33;NaN;1.16;3.790.092;22.4;15 / 18;792009;2023-06-30 10:49:36:355
17.098;4.473;116.747;0.8842;28.586;9.339;0.5581;21.777;-0.7817;-0.9986;-10.533;-0.292;24526.2;5.0;55.93;-2.544.801;-4.923.294;927.2;NaN;1.13;3.790.092;20.0;15 / 18;792509;2023-06-30 10:49:36:855
0.7336;49.706;87.719;0.731;40.032;89.225;-0.8546;1.053;-19.224;0.5471;-0.1356;-0.4956;24526.2;5.0;57.707;-2.544.801;-4.923.294;927.2;NaN;1.13;3.790.092;20.0;15 / 18;793009;2023-06-30 10:49:37:355
0.9109;55.958;71.784;10.056;51.887;82.605;0.0922;0.1352;-16.536;0.2364;-0.2898;0.3238;24526.2;5.0;56.755;-25.448;-49.232.937;928.17;NaN;1.11;3.790.092;24.4;15 / 18;793508;2023-06-30 10:49:37:854
0.936;34.932;84.033;12.153;51.082;82.825;0.1929;-17.017;0.4883;0.0409;0.0278;-0.0152;24526.2;5.0;48.581;-25.448;-49.232.937;928.17;NaN;1.11;3.790.092;24.4;15 / 18;794009;2023-06-30 10:49:38:355
0.3587;62.118;100.344;0.7214;50.004;84.051;-0.9042;14.383;20.276;-0.1035;-0.0068;0.2348;24526.2;5.0;52.166;-25.447.992;-49.232.933;928.74;NaN;1.13;3.790.092;27.3;15 / 18;794508;2023-06-30 10:49:38:854
0.6462;56.381;67.337;0.9394;5.181;82.732;-0.3297;-0.1657;-11.769;-0.0115;-0.0337;0.2866;24526.2;5.0;48.184;-25.447.992;-49.232.933;928.74;NaN;1.13;3.790.092;27.3;15 / 18;795009;2023-06-30 10:49:39:355
11.867;53.841;63.381;15.666;52.946;81.045;0.0904;-0.2987;-0.8694;0.1835;0.1635;-0.3145;24526.2;5.0;43.106;-25.447.983;-4.923.293;929.41;NaN;1.06;3.790.092;30.0;15 / 18;795509;2023-06-30 10:49:39:855
0.0626;48.002;78.509;0.6922;53.347;81.995;-0.5327;-0.7549;26.681;0.1097;0.381;0.3232;24526.2;5.0;41.651;-25.447.983;-4.923.293;929.41;NaN;1.06;3.790.092;30.0;15 / 18;796008;2023-06-30 10:49:40:354
10.606;67.046;82.833;14.394;58.779;77.168;-0.7952;0.6026;-0.0051;-0.3314;0.1641;0.0722;24526.2;5.0;43.428;-25.447.973;-49.232.925;928.68;NaN;1.02;3.790.092;27.1;15 / 18;796509;2023-06-30 10:49:40:855
0.8255;59.363;70.364;11.516;5.67;79.181;-0.4345;-0.0732;-0.9837;-0.0224;0.0794;-0.0651;24526.2;5.0;43.57;-25.447.973;-49.232.925;928.68;NaN;1.02;3.790.092;27.1;15 / 18;797009;2023-06-30 10:49:41:355
12.268;55.599;78.087;0.7994;55.084;80.739;0.2143;-0.6486;-0.5414;-0.0598;-0.0518;-0.1559;24526.2;5.0;40.985;-25.447.964;-4.923.292;928.82;NaN;1.05;3.790.092;21.3;14 / 18;797509;2023-06-30 10:49:41:855
0.6282;71.646;92.277;0.7381;55.381;80.594;-0.469;15.855;-0.4942;-0.2281;-0.4011;-0.0557;24526.2;5.0;46.08;-25.447.964;-4.923.292;928.82;NaN;1.05;3.790.092;21.3;14 / 18;798009;2023-06-30 10:49:42:355
0.2746;61.474;76.562;0.0748;54.056;81.819;-0.1841;0.5623;-20.224;0.1048;-0.266;-0.0598;24526.2;5.0;63.516;-25.447.956;-4.923.292;928.19;NaN;1.06;3.790.092;20.0;14 / 18;798509;2023-06-30 10:49:42:855
0.0353;44.083;69.619;-0.0589;57.998;79.076;-0.0906;-1.531;-11.316;0.0985;0.0937;0.1214;24526.2;5.0;64.2;-25.447.956;-4.923.292;928.19;NaN;1.06;3.790.092;20.0;14 / 18;799009;2023-06-30 10:49:43:355
0.5471;45.269;87.225;10.177;57.703;78.637;0.4984;-12.699;22.418;0.4598;0.6125;0.1342;24526.2;5.0;56.621;-25.447.948;-4.923.292;928.35;NaN;1.08;3.790.092;16.0;14 / 18;799509;2023-06-30 10:49:43:855
0.9031;6.619;8.38;-0.328;45.226;86.953;23.918;1.118;-0.318;-12.465;-0.3611;0.4625;28.285.102;5.0;59.888;-25.447.948;-4.923.292;928.35;NaN;1.08;3.790.092;16.0;14 / 18;800009;2023-06-30 10:49:44:355
-0.6339;3.357;83.938;0.2113;25.502;94.669;-14.116;0.035;-22.752;-0.3968;-0.3064;0.3667;28.285.102;5.0;60.405;-25.447.943;-49.232.918;928.71;NaN;1.09;3.790.092;22.6;14 / 18;800509;2023-06-30 10:49:44:855
13.502;16.343;58.998;12.796;19.828;95.185;0.57;-0.9884;-0.3486;10.954;0.532;-0.3438;28.285.102;5.0;42.363;-25.447.943;-49.232.918;928.71;NaN;1.09;3.790.092;22.6;14 / 18;801009;2023-06-30 10:49:45:355
-0.8121;12.391;71.448;0.0745;33.166;92.285;-0.6;-20.784;-0.2286;0.2507;0.2174;-0.1915;28.285.102;5.0;40.939;-25.447.933;-49.232.918;928.39;NaN;1.0;3.790.092;19.8;14 / 18;801509;2023-06-30 10:49:45:855
-0.1225;74.529;103.946;0.7356;45.286;86.672;-0.4247;16.939;0.9398;-0.0313;-0.784;-0.0534;28.285.102;5.0;56.564;-25.447.933;-49.232.918;928.39;NaN;1.0;3.790.092;19.8;14 / 18;802009;2023-06-30 10:49:46:355
-0.2392;57.153;91.525;0.2454;47.504;85.758;0.5662;0.8894;-0.4604;-0.1894;-0.0903;-0.1079;28.285.102;5.0;57.156;-25.447.926;-4.923.291;928.45;NaN;1.17;3.790.092;23.7;14 / 18;802509;2023-06-30 10:49:46:855
-0.8211;38.423;65.678;-0.628;48.813;84.823;-2.036;-22.416;-2.259;-0.0149;0.2398;0.8497;28.285.102;5.0;58.953;-25.447.926;-4.923.291;928.45;NaN;1.17;3.790.092;23.7;14 / 18;803008;2023-06-30 10:49:47:354
19.191;0.2683;105.443;13.326;3.338;91.243;0.9671;0.0012;28.423;-0.1847;-0.0732;-0.2577;28.285.102;5.0;59.204;-25.447.916;-49.232.906;928.77;NaN;1.12;3.954.916;16.2;14 / 18;803509;2023-06-30 10:49:47:855
-0.5995;63.693;113.375;-0.0755;38.717;90.097;-0.4914;16.618;-0.1348;-0.2439;-0.2381;-0.2406;28.285.102;5.0;60.461;-25.447.916;-49.232.906;928.77;NaN;1.12;3.954.916;16.2;14 / 18;804009;2023-06-30 10:49:48:355
-0.0656;49.149;60.453;-0.1984;41.751;88.713;0.0586;-0.5448;-22.631;0.0133;-0.2997;0.2194;28.285.102;5.0;58.359;-25.447.908;-49.232.906;928.14;NaN;1.14;3.925.809;14.1;13 / 18;804509;2023-06-30 10:49:48:855
0.5674;46.661;72.074;0.6648;56.993;79.528;-0.2047;-0.5131;-11.745;0.1666;0.0614;-0.3671;23942.8;5.0;42.996;-25.447.908;-49.232.906;928.14;NaN;1.14;3.925.809;14.1;13 / 18;805009;2023-06-30 10:49:49:355
-0.3003;50.473;74.601;0.2336;60.412;77.214;-0.7024;-0.7758;10.842;0.2099;-0.0581;-0.0706;23942.8;5.0;54.948;-25.447.895;-49.232.903;928.05;NaN;1.18;392.349;13.7;13 / 18;805509;2023-06-30 10:49:49:855
-0.5375;81.126;61.402;0.3387;66.172;72.297;-0.415;0.6409;-0.4979;-0.2169;-0.121;-0.2606;23942.8;5.0;46.766;-25.447.895;-49.232.903;928.05;NaN;1.18;392.349;13.7;13 / 18;806009;2023-06-30 10:49:50:355
